recId,SeqNumber,seqLength,lat,lng,displayState,displayCity,performanceImpressions
708,1,1,32.54635,-94.35011,TX,Marshall,45
888,1,1,32.54635,-94.35011,TX,Marshall,1
176,1,1,30.41655,-86.65367,FL,Mary Esther,5
438,1,1,30.10829,-92.12464,LA,Maurice,2
796,1,1,26.20742,-98.22936,TX,McAllen,5
596,1,1,31.24574,-90.4541,MS,McComb,6
604,1,1,30.71237,-89.13493,MS,McHenry,5
842,1,1,33.19895,-96.615,TX,McKinney,2
509,1,1,31.47256,-90.89313,MS,Meadville,272
100,1,1,28.07944,-80.60756,FL,Melbourne,89
191,1,1,28.07944,-80.60756,FL,Melbourne,2
578,1,1,31.96026,-89.86854,MS,Mendenhall,11
642,1,1,31.96026,-89.86854,MS,Mendenhall,1
519,1,1,32.36509,-88.70308,MS,Meridian,151
616,1,1,32.36509,-88.70308,MS,Meridian,3
136,1,1,28.3571,-80.68599,FL,Merritt Island,18
728,1,1,32.7834,-96.60208,TX,Mesquite,28
230,1,1,29.98842,-90.13149,LA,Metairie,"1,366"
277,1,1,29.98842,-90.13149,LA,Metairie,171
80,1,1,25.77481,-80.19773,FL,Miami,703
101,1,1,25.77481,-80.19773,FL,Miami,86
140,1,1,25.79335,-80.13491,FL,Miami Beach,17
220,1,1,30.06678,-81.86675,FL,Middleburg,1
684,1,1,32.00003,-102.07446,TX,Midland,112
12,1,1,32.4801,-86.36216,AL,Millbrook,46
13,1,1,31.63408,-88.31304,AL,Millry,35
98,1,1,30.6336,-87.03816,FL,Milton,110
164,1,1,30.6336,-87.03816,FL,Milton,9
873,1,1,26.21557,-98.32575,TX,Mission,1
731,1,1,29.60715,-95.52699,TX,Missouri City,26
1,1,1,30.68649,-88.05297,AL,Mobile,"1,674"
6,1,1,30.68649,-88.05297,AL,Mobile,147
133,1,1,30.72299,-87.31776,FL,Molino,22
302,1,1,32.50984,-92.1188,LA,Monroe,90
411,1,1,32.50984,-92.1188,LA,Monroe,5
57,1,1,31.52798,-87.32396,AL,Monroeville,2
316,1,1,29.47481,-90.55709,LA,Montegut,65
362,1,1,29.47481,-90.55709,LA,Montegut,19
14,1,1,32.38015,-86.30008,AL,Montgomery,35
770,1,1,30.38862,-95.69634,TX,Montgomery,10
49,1,1,33.59174,-86.49454,AL,Moody,3
430,1,1,31.03562,-91.97798,LA,Moreauville,2
262,1,1,29.70124,-91.20292,LA,Morgan City,290
380,1,1,29.70124,-91.20292,LA,Morgan City,12
384,1,1,30.1248,-92.49833,LA,Morse,10
586,1,1,32.35251,-89.65497,MS,Morton,9
827,1,1,30.91977,-94.82798,TX,Moscow,3
506,1,1,31.50518,-89.27893,MS,Moselle,368
537,1,1,31.50518,-89.27893,MS,Moselle,62
513,1,1,30.3972,-88.53823,MS,Moss Point,228
560,1,1,30.3972,-88.53823,MS,Moss Point,27
141,1,1,28.80075,-81.64368,FL,Mt Dora,17
499,1,1,31.75987,-89.653,MS,Mt Olive,621
607,1,1,31.75987,-89.653,MS,Mt Olive,4
157,1,1,27.89402,-81.97312,FL,Mulberry,11
752,1,1,31.60359,-94.65562,TX,Nacogdoches,16
109,1,1,26.13934,-81.79583,FL,Naples,64
288,1,1,29.94092,-91.02347,LA,Napoleonville,125
289,1,1,29.94092,-91.02347,LA,Napoleonville,125
555,1,1,31.55922,-91.39821,MS,Natchez,31
659,1,1,31.55922,-91.39821,MS,Natchez,1
382,1,1,31.76096,-93.08698,LA,Natchitoches,11
474,1,1,31.76096,-93.08698,LA,Natchitoches,1
88,1,1,30.4016,-86.86502,FL,Navarre,239
737,1,1,29.9784,-93.99199,TX,Nederland,22
867,1,1,29.9784,-93.99199,TX,Nederland,1
760,1,1,33.03845,-96.37504,TX,Nevada,14
565,1,1,34.49426,-89.00914,MS,New Albany,19
892,1,1,29.69887,-98.12094,TX,New Braunfels,1
581,1,1,31.73111,-89.97943,MS,New Hebron,10
233,1,1,30.00514,-91.81759,LA,New Iberia,846
298,1,1,30.00514,-91.81759,LA,New Iberia,98
223,1,1,29.9537,-90.07775,LA,New Orleans,"4,572"
232,1,1,29.9537,-90.07775,LA,New Orleans,934
153,1,1,28.2502,-82.71616,FL,New Port Richey,13
335,1,1,30.69322,-91.43432,LA,New Roads,42
468,1,1,30.69322,-91.43432,LA,New Roads,1
156,1,1,29.02717,-80.92303,FL,New Smyrna Beach,12
610,1,1,32.33232,-89.15288,MS,Newton,3
198,1,1,30.52062,-86.48669,FL,Niceville,2
705,1,1,30.03553,-94.42409,TX,Nome,49
725,1,1,30.03553,-94.42409,TX,Nome,30
483,1,1,29.99859,-90.4119,LA,Norco,1
211,1,1,26.81325,-80.05714,FL,North Palm Beach,1
790,1,1,32.83849,-97.22661,TX,North Richland Hills,6
87,1,1,29.18776,-82.14041,FL,Ocala,239
493,1,1,30.41628,-88.80814,MS,Ocean Springs,"1,079"
538,1,1,30.41628,-88.80814,MS,Ocean Springs,60
92,1,1,28.5726,-81.54256,FL,Ocoee,173
676,1,1,31.84915,-102.37519,TX,Odessa,306
795,1,1,31.84915,-102.37519,TX,Odessa,5
521,1,1,34.96195,-89.82767,MS,Olive Branch,136
568,1,1,34.96195,-89.82767,MS,Olive Branch,17
65,1,1,32.6505,-85.38065,AL,Opelika,1
235,1,1,30.53301,-92.08235,LA,Opelousas,790
275,1,1,30.53301,-92.08235,LA,Opelousas,181
25,1,1,31.28679,-86.25561,AL,Opp,14
715,1,1,30.0931,-93.73668,TX,Orange,36
801,1,1,30.0931,-93.73668,TX,Orange,4
38,1,1,30.29192,-87.58215,AL,Orange Beach,7
123,1,1,28.94875,-81.297,FL,Orange City,30
159,1,1,30.16529,-81.70116,FL,Orange Park,10
77,1,1,28.53823,-81.37739,FL,Orlando,"16,900"
79,1,1,28.53823,-81.37739,FL,Orlando,"1,388"
149,1,1,29.28558,-81.05555,FL,Ormond Beach,14
543,1,1,31.00759,-90.47187,MS,Osyka,46
597,1,1,31.00759,-90.47187,MS,Osyka,6
126,1,1,28.65252,-81.20283,FL,Oviedo,29
41,1,1,33.61307,-85.8357,AL,Oxford,6
135,1,1,28.92637,-82.03734,FL,Oxford,20
523,1,1,34.36403,-89.51894,MS,Oxford,119
601,1,1,34.36403,-89.51894,MS,Oxford,6
42,1,1,31.45896,-85.64071,AL,Ozark,5
105,1,1,27.9999,-80.67262,FL,Palm Bay,77
142,1,1,26.83412,-80.10526,FL,Palm Beach Gardens,17
119,1,1,29.54926,-81.23002,FL,Palm Coast,32
784,1,1,35.53188,-100.95877,TX,Pampa,7
96,1,1,30.15987,-85.66033,FL,Panama City,134
130,1,1,30.19165,-85.83249,FL,Panama City Beach,24
729,1,1,29.69084,-95.1957,TX,Pasadena,27
542,1,1,30.3656,-88.55648,MS,Pascagoula,46
615,1,1,30.3656,-88.55648,MS,Pascagoula,3
496,1,1,30.32452,-89.21797,MS,Pass Christian,745
508,1,1,30.32452,-89.21797,MS,Pass Christian,295
256,1,1,29.69626,-91.30282,LA,Patterson,377
452,1,1,29.69626,-91.30282,LA,Patterson,1
344,1,1,30.02649,-90.71268,LA,Paulina,30
428,1,1,30.02649,-90.71268,LA,Paulina,3
502,1,1,32.27544,-90.13727,MS,Pearl,471
600,1,1,32.27544,-90.13727,MS,Pearl,6
318,1,1,30.37601,-89.74583,LA,Pearl River,58
470,1,1,30.37601,-89.74583,LA,Pearl River,1
683,1,1,29.55239,-95.25532,TX,Pearland,117
776,1,1,29.55239,-95.25532,TX,Pearland,10
633,1,1,30.24421,-89.60241,MS,Pearlington,2
718,1,1,28.89199,-99.09465,TX,Pearsall,34
44,1,1,33.28523,-86.8102,AL,Pelham,5
73,1,1,33.58608,-86.28641,AL,Pell City,1
826,1,1,26.23958,-98.44158,TX,Penitas,3
82,1,1,30.42085,-87.21723,FL,Pensacola,487
154,1,1,30.42085,-87.21723,FL,Pensacola,13
547,1,1,30.78204,-89.14096,MS,Perkinston,37
84,1,1,30.11714,-83.58159,FL,Perry,282
608,1,1,31.34668,-89.26309,MS,Petal,3
837,1,1,30.44057,-97.61994,TX,Pflugerville,2
825,1,1,26.19489,-98.18371,TX,Pharr,3
16,1,1,32.4681,-85.00083,AL,Phenix City,33
549,1,1,32.77161,-89.11772,MS,Philadelphia,36
514,1,1,30.52628,-89.67975,MS,Picayune,207
593,1,1,30.52628,-89.67975,MS,Picayune,7
337,1,1,29.9644,-91.21027,LA,Pierre Part,40
138,1,1,27.84287,-82.70153,FL,Pinellas Park,18
270,1,1,31.32214,-92.4345,LA,Pineville,215
477,1,1,31.32214,-92.4345,LA,Pineville,1
877,1,1,29.72429,-98.93795,TX,Pipe Creek,1
377,1,1,30.93468,-92.93596,LA,Pitkin,13
453,1,1,30.93468,-92.93596,LA,Pitkin,1
895,1,1,33.18662,-102.81863,TX,Plains,1
773,1,1,33.02079,-96.69925,TX,Plano,10
145,1,1,28.01732,-82.12539,FL,Plant City,16
203,1,1,28.01732,-82.12539,FL,Plant City,1
314,1,1,30.28903,-91.23503,LA,Plaquemine,66
434,1,1,30.28903,-91.23503,LA,Plaquemine,2
305,1,1,29.98973,-91.02428,LA,Plattenville,77
28,1,1,33.49085,-86.97065,AL,Pleasant Grove,12
167,1,1,26.23147,-80.12545,FL,Pompano Beach,8
365,1,1,30.43884,-90.44116,LA,Ponchatoula,18
450,1,1,30.43884,-90.44116,LA,Ponchatoula,1
195,1,1,30.22609,-81.38654,FL,Ponte Vedra Beach,2
532,1,1,34.24312,-88.99694,MS,Pontotoc,100
530,1,1,30.84403,-89.53557,MS,Poplarville,102
570,1,1,30.84403,-89.53557,MS,Poplarville,17
391,1,1,30.45996,-91.20979,LA,Port Allen,8
439,1,1,30.45996,-91.20979,LA,Port Allen,2
680,1,1,29.89941,-93.92949,TX,Port Arthur,184
704,1,1,29.89941,-93.92949,TX,Port Arthur,49
199,1,1,26.98289,-82.10085,FL,Port Charlotte,2
205,1,1,26.98289,-82.10085,FL,Port Charlotte,1
885,1,1,26.07743,-97.2084,TX,Port Isabel,1
709,1,1,29.99138,-93.95856,TX,Port Neches,44
882,1,1,29.99138,-93.95856,TX,Port Neches,1
121,1,1,29.1262,-81.01994,FL,Port Orange,31
168,1,1,27.27481,-80.36367,FL,Port St Lucie,8
309,1,1,29.48851,-89.70448,LA,Port Sulphur,69
323,1,1,29.48851,-89.70448,LA,Port Sulphur,55
716,1,1,27.88169,-97.31917,TX,Portland,34
259,1,1,30.30266,-90.97266,LA,Prairieville,327
329,1,1,30.30266,-90.97266,LA,Prairieville,49
580,1,1,31.1432,-89.41164,MS,Purvis,10
150,1,1,30.58814,-84.58093,FL,Quincy,14
774,1,1,32.91038,-96.13705,TX,Quinlan,10
281,1,1,29.73023,-90.60728,LA,Raceland,144
367,1,1,29.73023,-90.60728,LA,Raceland,17
403,1,1,30.512,-93.20757,LA,Ragley,6
484,1,1,30.512,-93.20757,LA,Ragley,1
70,1,1,34.49564,-85.84622,AL,Rainsville,1
637,1,1,32.03282,-89.5231,MS,Raleigh,1
592,1,1,32.25939,-90.42281,MS,Raymond,7
603,1,1,32.25939,-90.42281,MS,Raymond,5
412,1,1,30.23514,-92.26858,LA,Rayne,5
905,1,1,32.51637,-96.80095,TX,Red Oak,1
400,1,1,30.05641,-90.55168,LA,Reserve,7
507,1,1,32.20705,-90.14988,MS,Richland,363
550,1,1,32.20705,-90.14988,MS,Richland,33
697,1,1,29.58268,-95.7622,TX,Richmond,68
562,1,1,32.42749,-90.14077,MS,Ridgeland,26
609,1,1,32.42749,-90.14077,MS,Ridgeland,3
653,1,1,34.76782,-88.52687,MS,Rienzi,1
818,1,1,26.23473,-97.58215,TX,Rio Hondo,3
619,1,1,34.72965,-88.94785,MS,Ripley,2
651,1,1,34.72965,-88.94785,MS,Ripley,1
166,1,1,27.87174,-82.3296,FL,Riverview,8
855,1,1,32.99819,-97.22949,TX,Roanoke,2
34,1,1,30.55384,-87.71018,AL,Robertsdale,11
192,1,1,28.33269,-80.73486,FL,Rockledge,2
779,1,1,32.93104,-96.46076,TX,Rockwall,8
449,1,1,30.76835,-90.51181,LA,Roseland,1
481,1,1,30.76835,-90.51181,LA,Roseland,1
872,1,1,29.54771,-95.80538,TX,Rosenberg,1
193,1,1,26.89275,-82.29822,FL,Rotonda West,2
764,1,1,30.50904,-97.67722,TX,Round Rock,11
745,1,1,32.90101,-96.5696,TX,Rowlett,19
869,1,1,32.975,-96.33311,TX,Royse City,1
891,1,1,31.79591,-95.14991,TX,Rusk,1
139,1,1,27.71837,-82.434,FL,Ruskin,18
372,1,1,32.5305,-92.63982,LA,Ruston,15
409,1,1,32.5305,-92.63982,LA,Ruston,5
621,1,1,34.37676,-88.68426,MS,Saltillo,2
703,1,1,31.4615,-100.44242,TX,San Angelo,54
673,1,1,29.42458,-98.49461,TX,San Antonio,418
787,1,1,31.52898,-94.10651,TX,San Augustine,6
793,1,1,31.52898,-94.10651,TX,San Augustine,6
712,1,1,29.88609,-97.92818,TX,San Marcos,39
144,1,1,28.81397,-81.26805,FL,Sanford,16
733,1,1,29.3704,-95.08256,TX,Santa Fe,25
21,1,1,30.80659,-88.07169,AL,Saraland,23
152,1,1,27.33889,-82.53887,FL,Sarasota,13
462,1,1,32.89533,-93.44853,LA,Sarepta,1
18,1,1,30.85241,-88.05714,AL,Satsuma,26
19,1,1,30.85241,-88.05714,AL,Satsuma,25
505,1,1,30.63567,-89.13689,MS,Saucier,406
512,1,1,30.63567,-89.13689,MS,Saucier,234
360,1,1,29.74472,-90.81212,LA,Schriever,20
385,1,1,29.74472,-90.81212,LA,Schriever,10
345,1,1,30.2336,-92.09218,LA,Scott,30
429,1,1,30.2336,-92.09218,LA,Scott,3
820,1,1,29.78488,-96.15845,TX,Sealy,3
161,1,1,27.81717,-80.47402,FL,Sebastian,10
24,1,1,32.41279,-87.02282,AL,Selma,15
498,1,1,31.5618,-89.49454,MS,Seminary,628
559,1,1,31.5618,-89.49454,MS,Seminary,28
20,1,1,30.77886,-88.25884,AL,Semmes,23
613,1,1,34.61951,-89.96004,MS,Senatobia,3
627,1,1,34.61951,-89.96004,MS,Senatobia,2
182,1,1,30.44371,-86.58027,FL,Shalimar,4
740,1,1,33.63604,-96.60913,TX,Sherman,21
463,1,1,32.94146,-93.29868,LA,Shongaloo,1
290,1,1,32.51487,-93.74689,LA,Shreveport,124
349,1,1,32.51487,-93.74689,LA,Shreveport,27
804,1,1,30.34508,-94.18215,TX,Silsbee,4
254,1,1,30.27622,-89.78163,LA,Slidell,399
343,1,1,30.27622,-89.78163,LA,Slidell,31
690,1,1,30.00868,-97.16005,TX,Smithville,91
794,1,1,30.00868,-97.16005,TX,Smithville,5
749,1,1,30.13946,-94.40345,TX,Sour Lake,17
575,1,1,34.98794,-90.00485,MS,Southaven,13
576,1,1,34.98794,-90.00485,MS,Southaven,13
879,1,1,32.94256,-97.13121,TX,Southlake,1
67,1,1,30.67513,-87.87319,AL,Spanish Fort,1
672,1,1,30.08454,-95.41929,TX,Spring,434
194,1,1,28.45904,-82.62749,FL,Spring Hill,2
381,1,1,30.42883,-90.54927,LA,Springfield,11
388,1,1,33.007,-93.46723,LA,Springhill,8
165,1,1,29.89216,-81.31411,FL,St Augustine,8
106,1,1,28.24966,-81.28438,FL,St Cloud,73
414,1,1,30.7807,-91.37666,LA,St Francisville,4
208,1,1,26.5099,-82.08303,FL,St James City,1
274,1,1,30.1236,-91.82917,LA,St Martinville,183
303,1,1,30.1236,-91.82917,LA,St Martinville,88
99,1,1,27.77119,-82.63877,FL,St Petersburg,98
863,1,1,29.6148,-95.55709,TX,Stafford,1
517,1,1,33.46592,-88.81288,MS,Starkville,163
554,1,1,33.46592,-88.81288,MS,Starkville,32
583,1,1,31.43478,-88.4736,MS,State Line,10
624,1,1,31.43478,-88.4736,MS,State Line,2
646,1,1,30.38033,-89.62417,MS,Stennis Space Center,1
22,1,1,30.99481,-87.85783,AL,Stockton,22
594,1,1,31.86419,-89.2641,MS,Stringer,6
632,1,1,31.86419,-89.2641,MS,Stringer,2
689,1,1,29.63297,-95.60056,TX,Sugar Land,95
299,1,1,30.23833,-93.37743,LA,Sulphur,97
339,1,1,30.23833,-93.37743,LA,Sulphur,33
66,1,1,30.48776,-87.70836,AL,Summerdale,1
188,1,1,29.01096,-82.0414,FL,Summerfield,3
650,1,1,31.2872,-90.4681,MS,Summit,1
504,1,1,31.41927,-89.54581,MS,Sumrall,407
571,1,1,31.41927,-89.54581,MS,Sumrall,17
163,1,1,27.71571,-82.35282,FL,Sun City Center,9
346,1,1,30.41177,-92.06555,LA,Sunset,30
444,1,1,30.41177,-92.06555,LA,Sunset,2
160,1,1,30.43977,-84.28065,FL,Tallahassee,10
81,1,1,27.94653,-82.45927,FL,Tampa,492
162,1,1,28.15084,-82.75306,FL,Tarpon Springs,9
647,1,1,31.82978,-89.43025,MS,Taylorsville,1
574,1,1,33.18429,-90.22202,MS,Tchula,14
691,1,1,31.09748,-97.34303,TX,Temple,89
558,1,1,32.09565,-90.29401,MS,Terry,29
682,1,2,33.42558,-94.04825,TX,Texarkana,159
682,2,2,33.43096,-94.03579,AR,Texarkana,135
777,1,2,33.42558,-94.04825,TX,Texarkana,9
777,2,2,33.43096,-94.03579,AR,Texarkana,8
767,1,1,29.39296,-94.92508,TX,Texas City,11
830,1,1,33.09786,-96.89241,TX,The Colony,3
169,1,1,28.90838,-81.97433,FL,The Villages,7
33,1,1,30.55433,-88.17889,AL,Theodore,11
225,1,1,29.79552,-90.82253,LA,Thibodaux,"2,368"
239,1,1,29.79552,-90.82253,LA,Thibodaux,671
875,1,1,30.59212,-97.29425,TX,Thrall,1
369,1,1,30.57725,-90.48368,LA,Tickfaw,16
210,1,1,28.60804,-80.80778,FL,Titusville,1
717,1,1,30.09581,-95.61709,TX,Tomball,34
775,1,1,30.94611,-95.37425,TX,Trinity,10
766,1,1,32.1445,-95.1199,TX,Troup,11
76,1,1,31.80968,-85.97218,AL,Troy,1
45,1,1,33.62139,-86.60274,AL,Trussville,4
518,1,1,34.25741,-88.70783,MS,Tupelo,153
520,1,1,34.25741,-88.70783,MS,Tupelo,143
5,1,1,33.21043,-87.56625,AL,Tuscaloosa,163
886,1,1,32.20962,-99.79705,TX,Tuscola,1
61,1,1,34.73136,-87.70287,AL,Tuscumbia,1
68,1,1,32.42405,-85.68978,AL,Tuskegee,1
741,1,1,32.34763,-95.2943,TX,Tyler,20
640,1,1,34.36515,-89.53375,MS,University,1
567,1,1,32.10933,-90.62643,MS,Utica,17
451,1,1,30.00726,-90.73003,LA,Vacherie,1
478,1,1,30.00726,-90.73003,LA,Vacherie,1
174,1,1,27.93886,-82.25277,FL,Valrico,6
835,1,1,33.42179,-96.57677,TX,Van Alstyne,2
541,1,1,30.54069,-88.68766,MS,Vancleave,47
201,1,1,27.09977,-82.45,FL,Venice,2
486,1,1,29.27719,-89.35753,LA,Venice,1
781,1,1,34.15352,-99.28446,TX,Vernon,8
510,1,1,32.35004,-90.88155,MS,Vicksburg,259
591,1,1,32.35004,-90.88155,MS,Vicksburg,8
379,1,1,31.56405,-91.42515,LA,Vidalia,13
758,1,1,30.12455,-94.01266,TX,Vidor,14
306,1,1,30.68921,-92.27609,LA,Ville Platte,77
296,1,1,30.19154,-93.58055,LA,Vinton,105
330,1,1,30.19154,-93.58055,LA,Vinton,46
423,1,1,29.90006,-89.90192,LA,Violet,3
688,1,1,31.57182,-97.14951,TX,Waco,98
364,1,1,30.48839,-90.86012,LA,Walker,19
394,1,1,30.48839,-90.86012,LA,Walker,7
811,1,1,30.05589,-95.92353,TX,Waller,3
832,1,1,29.63112,-96.06438,TX,Wallis,2
840,1,1,30.61286,-94.40702,TX,Warren,2
51,1,1,33.81492,-86.80804,AL,Warrior,3
552,1,1,30.30764,-89.38018,MS,Waveland,32
739,1,1,32.38613,-96.84842,TX,Waxahachie,22
539,1,1,31.67722,-88.64304,MS,Waynesboro,55
636,1,1,31.67722,-88.64304,MS,Waynesboro,1
761,1,1,32.75901,-97.80101,TX,Weatherford,14
762,1,1,29.53337,-95.11914,TX,Webster,13
435,1,1,30.23218,-92.82213,LA,Welsh,2
808,1,1,26.15929,-97.99066,TX,Weslaco,4
183,1,1,28.2405,-82.32764,FL,Wesley Chapel,4
308,1,1,32.50409,-92.12783,LA,West Monroe,69
359,1,1,32.50409,-92.12783,LA,West Monroe,20
170,1,1,26.7144,-80.0532,FL,West Palm Beach,7
623,1,1,33.60651,-88.65044,MS,West Point,2
389,1,1,30.24237,-93.2555,LA,Westlake,8
482,1,1,30.24237,-93.2555,LA,Westlake,1
295,1,1,29.91122,-90.14391,LA,Westwego,106
59,1,1,32.53738,-86.20565,AL,Wetumpka,2
768,1,1,33.65583,-96.90731,TX,Whitesboro,11
713,1,1,33.90831,-98.501,TX,Wichita Falls,38
526,1,1,30.85911,-89.13896,MS,Wiggins,111
639,1,1,30.85911,-89.13896,MS,Wiggins,1
107,1,1,28.49546,-81.53575,FL,Windermere,71
218,1,1,28.49546,-81.53575,FL,Windermere,1
370,1,1,31.92584,-92.64014,LA,Winnfield,16
630,1,1,33.48416,-89.73585,MS,Winona,2
91,1,1,28.56534,-81.58841,FL,Winter Garden,174
95,1,1,28.02232,-81.73295,FL,Winter Haven,136
103,1,1,28.59457,-81.35072,FL,Winter Park,79
127,1,1,28.70109,-81.26642,FL,Winter Springs,28
803,1,1,31.95768,-99.96362,TX,Winters,4
786,1,1,31.49614,-97.21946,TX,Woodway,7
788,1,1,33.023,-96.51488,TX,Wylie,6
660,1,1,32.84785,-90.41517,MS,Yazoo City,1
792,1,1,29.29027,-97.15159,TX,Yoakum,6
46,1,1,32.48843,-88.2987,AL,York,4
260,1,1,30.09962,-91.99056,LA,Youngsville,315
417,1,1,30.09962,-91.99056,LA,Youngsville,4
375,1,1,30.64846,-91.15624,LA,Zachary,14
476,1,1,30.64846,-91.15624,LA,Zachary,1
186,1,1,28.23437,-82.18209,FL,Zephyrhills,3
